PIDM,TERM_CODE,STUDENT_LEVEL,DEGREE_CODE_1,DEGREE_DESC_1,COLLEGE_CODE_1,COLLEGE_DESC_1,DEPT_CODE_1,DEPT_DESC_1,MAJOR_CODE_1,MAJOR_DESC_1,DEGREE_CODE_2,DEGREE_DESC_2,DEPT_CODE_2,DEPT_DESC_2,COLLEGE_CODE_2,COLLEGE_DESC_2,MAJOR_CODE_2,MAJOR_DESC_2
1049562,202150,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1049617,202150,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,IBM,International Business,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1049741,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1050256,202150,GR,MAT,Master of Teaching,ED,School of Education,TED1,Elementary Education &Literacy,TEDM,Teacher Education - MAT,BA,Bachelor of Arts,JMP,Journalism & Media Production,PS,College of Health and Applied Science,BJRN,Broadcast Journalism
1051117,202150,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BME,Bachelor of Music Education,MUS,Music,LA,College Letters Arts Sciences,MED,Music Education
1051132,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CLDB,Certificate-BilingEdSpecScEduc
1051133,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1051307,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1052030,202150,UG,BS,Bachelor of Science,BU,College of Business,FIN,Finance,FIN,Finance,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1052159,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1052251,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1052312,202150,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BM,Bachelor of Music,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1052561,202150,UG,BA,Bachelor of Arts,HS,College of Health and Applied Science,HEP,Health Professions,RECR,Recreation Professions,CERT,Certificate Program,HEP,Health Professions,HS,College of Health and Applied Science,COR,Certificate-Outdoor Rec Leadsp
1053144,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1053323,202150,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1053333,202150,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1054184,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1054233,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GELA,Applied Geology,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1054779,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1054930,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1055233,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1055358,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1055393,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,MS,Master of Science,NUT,Nutrition,HS,College of Health and Applied Science,NUDM,Nutrition and Dietetics - MS
1055797,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,THAD,Theatre and Dance,THE,Theatre,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1056216,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GSS,Geospatial Sciences,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1056234,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1057121,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1058278,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,HSC,Human Services and Counseling,HS,College of Health and Applied Science,CNPS,Certificate-Nonprofit Studies
1058718,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059556,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059852,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059895,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1060788,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1061064,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1062097,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1062417,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,BCHM,Biochemistry,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1063044,202150,UG,BS,Bachelor of Science,BU,College of Business,CIS,ComputerInfoSystm&BusAnalytics,CIN,Computer Information Systems,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1063948,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,HSC,Human Services and Counseling,PS,College of Health and Applied Science,HSP,Human Services
1064033,202150,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1064061,202150,UG,BA,Bachelor of Arts,BU,College of Business,MGT,Management,ENT,Entrepreneurship,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1064933,202150,UG,BA,Bachelor of Arts,ED,School of Education,TED1,Elementary Education &Literacy,EDU,Elementary Education,BS,Bachelor of Science,HEP,Health Professions,HS,College of Health and Applied Science,HCM,Health Care Management
1065116,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1065310,202150,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1065623,202150,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1065715,202150,UG,BA,Bachelor of Arts,BU,College of Business,MGT,Management,GBS,Global Business Studies,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1065737,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1065995,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1066078,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,PSY,Psychology,LA,College Letters Arts Sciences,PSY,Psychology
1069884,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,HEP,Health Professions,IHC,Integrative Health Care,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1069894,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,ENV,Environmental Science,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1070697,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSC,Political Science,PSC,Political Science,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1071414,202150,UG,BFA,Bachelor of Fine Arts,LA,College Letters Arts Sciences,ART,Art,ART,Art,BA,Bachelor of Arts,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1071695,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1073037,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,SLHS,"Speech, Language, Hearing Sci",HS,College of Health and Applied Science,CSS,Certificate-SLHS-Leveling
1073665,202150,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BA,Bachelor of Arts,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1073909,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1075453,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1077203,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1077304,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,BA,Bachelor of Arts,ART,Art,LA,College Letters Arts Sciences,ARTH,"ArtHistory,Theory&Criticism"
1077443,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1077798,202150,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1078701,202150,GR,MBA,Master of Business Admin,BU,College of Business,BUS,College of Business,BUSM,Business Administration,BS,Bachelor of Science,MGT,Management,BU,College of Business,MGT,Management
1078810,202150,GR,MS,Master of Science,HS,College of Health and Applied Science,NUT,Nutrition,NUTM,Human Nutrition & Dietetics-MS,BS,Bachelor of Science,NUT,Nutrition,PS,College of Health and Applied Science,HND,Human Nutrition - Dietetics
1079164,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1079418,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1079633,202150,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1079737,202150,GR,MBA,Master of Business Admin,BU,College of Business,BUS,College of Business,BUSM,Business Administration,BA,Bachelor of Arts,PHI,Philosophy,LA,College Letters Arts Sciences,PHI,Philosophy
1079776,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1080810,202150,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1081414,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,JMP,Journalism & Media Production,TWE,Technical Writing & Editing,BS,Bachelor of Science,JMP,Journalism & Media Production,LA,College Letters Arts Sciences,TWE,Technical Writing & Editing
1081448,202150,GR,MHA,Master of Health Admin,HS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCM,Health Care Management
1081881,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,SWK,Social Work,SWK,Social Work,BA,Bachelor of Arts,ART,Art,LA,College Letters Arts Sciences,ART,Art
1082820,202150,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,COMM,Communication Studies,LA,College Letters Arts Sciences,COMS,Communication Studies
1083478,202150,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
